Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Tue May 24 09:18:55 EDT 2016,1464095935,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:56 EDT 2016,1464095936,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:57 EDT 2016,1464095937,506000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:58 EDT 2016,1464095938,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:18:59 EDT 2016,1464095939,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:00 EDT 2016,1464095940,508000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:01 EDT 2016,1464095941,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:02 EDT 2016,1464095942,508000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:03 EDT 2016,1464095943,508000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:04 EDT 2016,1464095944,517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:05 EDT 2016,1464095945,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:06 EDT 2016,1464095946,527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:07 EDT 2016,1464095947,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:08 EDT 2016,1464095948,528000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:09 EDT 2016,1464095949,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:10 EDT 2016,1464095950,529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:11 EDT 2016,1464095951,539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:12 EDT 2016,1464095952,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:13 EDT 2016,1464095953,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:14 EDT 2016,1464095954,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:15 EDT 2016,1464095955,539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:16 EDT 2016,1464095956,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:17 EDT 2016,1464095957,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:18 EDT 2016,1464095958,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:19 EDT 2016,1464095959,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:20 EDT 2016,1464095960,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:21 EDT 2016,1464095961,541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:22 EDT 2016,1464095962,541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:23 EDT 2016,1464095963,541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:24 EDT 2016,1464095964,542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:25 EDT 2016,1464095965,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:26 EDT 2016,1464095966,561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:27 EDT 2016,1464095967,562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:28 EDT 2016,1464095968,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:29 EDT 2016,1464095969,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:30 EDT 2016,1464095970,562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:31 EDT 2016,1464095971,563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:32 EDT 2016,1464095972,572000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:33 EDT 2016,1464095973,573000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:34 EDT 2016,1464095974,573000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:35 EDT 2016,1464095975,573000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:36 EDT 2016,1464095976,572000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:37 EDT 2016,1464095977,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:38 EDT 2016,1464095978,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:39 EDT 2016,1464095979,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:40 EDT 2016,1464095980,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:41 EDT 2016,1464095981,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:42 EDT 2016,1464095982,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:43 EDT 2016,1464095983,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:44 EDT 2016,1464095984,574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:45 EDT 2016,1464095985,586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:46 EDT 2016,1464095986,586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:47 EDT 2016,1464095987,586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:48 EDT 2016,1464095988,586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:49 EDT 2016,1464095989,586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:50 EDT 2016,1464095990,596000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:51 EDT 2016,1464095991,596000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:52 EDT 2016,1464095992,595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:53 EDT 2016,1464095993,596000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:54 EDT 2016,1464095994,618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:55 EDT 2016,1464095995,617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:56 EDT 2016,1464095996,617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:57 EDT 2016,1464095997,617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:58 EDT 2016,1464095998,618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:19:59 EDT 2016,1464095999,618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:00 EDT 2016,1464096000,618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:01 EDT 2016,1464096001,617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:02 EDT 2016,1464096002,618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:03 EDT 2016,1464096003,618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:04 EDT 2016,1464096004,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:05 EDT 2016,1464096005,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:06 EDT 2016,1464096006,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:07 EDT 2016,1464096007,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:08 EDT 2016,1464096008,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:09 EDT 2016,1464096009,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:10 EDT 2016,1464096010,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:11 EDT 2016,1464096011,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:12 EDT 2016,1464096012,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:13 EDT 2016,1464096013,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:14 EDT 2016,1464096014,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:15 EDT 2016,1464096015,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:16 EDT 2016,1464096016,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:17 EDT 2016,1464096017,621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:18 EDT 2016,1464096018,631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:19 EDT 2016,1464096019,631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:20 EDT 2016,1464096020,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:21 EDT 2016,1464096021,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:22 EDT 2016,1464096022,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:23 EDT 2016,1464096023,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:24 EDT 2016,1464096024,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:25 EDT 2016,1464096025,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:26 EDT 2016,1464096026,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:27 EDT 2016,1464096027,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:28 EDT 2016,1464096028,633000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:29 EDT 2016,1464096029,632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:30 EDT 2016,1464096030,634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:31 EDT 2016,1464096031,633000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:32 EDT 2016,1464096032,634000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:33 EDT 2016,1464096033,633000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:34 EDT 2016,1464096034,643000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:35 EDT 2016,1464096035,644000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:36 EDT 2016,1464096036,644000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:37 EDT 2016,1464096037,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:38 EDT 2016,1464096038,644000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:39 EDT 2016,1464096039,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:40 EDT 2016,1464096040,646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:41 EDT 2016,1464096041,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:42 EDT 2016,1464096042,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:43 EDT 2016,1464096043,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:44 EDT 2016,1464096044,645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:45 EDT 2016,1464096045,656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:46 EDT 2016,1464096046,655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:47 EDT 2016,1464096047,656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:48 EDT 2016,1464096048,657000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:49 EDT 2016,1464096049,656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:50 EDT 2016,1464096050,657000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:51 EDT 2016,1464096051,677000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:52 EDT 2016,1464096052,677000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:53 EDT 2016,1464096053,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:54 EDT 2016,1464096054,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:55 EDT 2016,1464096055,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:56 EDT 2016,1464096056,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:57 EDT 2016,1464096057,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:58 EDT 2016,1464096058,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:20:59 EDT 2016,1464096059,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:00 EDT 2016,1464096060,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:01 EDT 2016,1464096061,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:02 EDT 2016,1464096062,678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:03 EDT 2016,1464096063,680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:04 EDT 2016,1464096064,680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:05 EDT 2016,1464096065,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:06 EDT 2016,1464096066,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:07 EDT 2016,1464096067,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:08 EDT 2016,1464096068,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:09 EDT 2016,1464096069,679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:10 EDT 2016,1464096070,680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:11 EDT 2016,1464096071,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:12 EDT 2016,1464096072,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:13 EDT 2016,1464096073,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:14 EDT 2016,1464096074,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:15 EDT 2016,1464096075,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:16 EDT 2016,1464096076,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:17 EDT 2016,1464096077,691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:18 EDT 2016,1464096078,702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:19 EDT 2016,1464096079,702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:20 EDT 2016,1464096080,703000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:21 EDT 2016,1464096081,702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:22 EDT 2016,1464096082,702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:23 EDT 2016,1464096083,702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:24 EDT 2016,1464096084,712000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:25 EDT 2016,1464096085,713000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:26 EDT 2016,1464096086,714000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 09:21:27 EDT 2016,1464096087,714000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
